id,lemma,pos
oewn-firmament-n,firmament,n
oewn-flashpoint-n,flashpoint,n
oewn-flea_market-n,flea market,n
oewn-flies-n,flies,n
oewn-flight_line-n,flight line,n
oewn-flight_path-n,flight path,n
oewn-flyway-n,flyway,n
oewn-foot-n,foot,n
oewn-foothold-n,foothold,n
oewn-forefront-n,forefront,n
oewn-forepart-n,forepart,n
oewn-foul_line-n,foul line,n
oewn-fountainhead-n,fountainhead,n
oewn-free_port-n,free port,n
oewn-free_state-n,free state,n
oewn-free_zone-n,free zone,n
oewn-front_end-n,front end,n
oewn-front_line-n,front line,n
oewn-frontier-n,frontier,n
oewn-funfair-n,funfair,n
oewn-E_layer-n,E layer,n
oewn-E_region-n,E region,n
oewn-Earth-n,Earth,n
oewn-East-n,East,n
oewn-East_Africa-n,East Africa,n
oewn-East_Anglia-n,East Anglia,n
oewn-East_Coast-n,East Coast,n
oewn-East_Coast_of_the_United_States-n,East Coast of the United States,n
oewn-East_Germany-n,East Germany,n
oewn-East_India-n,East India,n
oewn-East_Indies-n,East Indies,n
oewn-East_Malaysia-n,East Malaysia,n
oewn-East_Pakistan-n,East Pakistan,n
oewn-East_River-n,East River,n
oewn-East_Saint_Louis-n,East Saint Louis,n
oewn-East_St._Louis-n,East St. Louis,n
oewn-East_Sussex-n,East Sussex,n
oewn-East_Timor-n,East Timor,n
oewn-Eastern_Desert-n,Eastern Desert,n
oewn-Eastern_Roman_Empire-n,Eastern Roman Empire,n
oewn-Eastern_Samoa-n,Eastern Samoa,n
oewn-Eau_Claire-n,Eau Claire,n
oewn-Ecuador-n,Ecuador,n
oewn-Eden-n,Eden,n
oewn-Edinburgh-n,Edinburgh,n
oewn-Edirne-n,Edirne,n
oewn-Edmonton-n,Edmonton,n
oewn-Edo-n,Edo,n
oewn-Eelam-n,Eelam,n
oewn-Egadi_Islands-n,Egadi Islands,n
oewn-Egypt-n,Egypt,n
oewn-Egyptian_Empire-n,Egyptian Empire,n
oewn-Egyptian_capital-n,Egyptian capital,n
oewn-Ehadhamen-n,Ehadhamen,n
oewn-Eindhoven-n,Eindhoven,n
oewn-Eire-n,Eire,n
oewn-El_Aaium-n,El Aaium,n
oewn-El_Alamein-n,El Alamein,n
oewn-El_Beda-n,El Beda,n
oewn-El_Giza-n,El Giza,n
oewn-El_Iskandriyah-n,El Iskandriyah,n
oewn-El_Misti-n,El Misti,n
oewn-El_Paso-n,El Paso,n
oewn-El_Qahira-n,El Qahira,n
oewn-El_Salvador-n,El Salvador,n
oewn-El-Aksur-n,El-Aksur,n
oewn-Elam-n,Elam,n
oewn-Elisabethville-n,Elisabethville,n
oewn-Ellas-n,Ellas,n
oewn-Ellice_Islands-n,Ellice Islands,n
oewn-Ellis_Island-n,Ellis Island,n
oewn-Elmont-n,Elmont,n
oewn-Elsass-n,Elsass,n
oewn-Emerald_Isle-n,Emerald Isle,n
oewn-Emilia-Romagna-n,Emilia-Romagna,n
oewn-Empire_State-n,Empire State,n
oewn-Empire_State_of_the_South-n,Empire State of the South,n
oewn-Enderby_Land-n,Enderby Land,n
oewn-Enewetak_Atoll-n,Enewetak Atoll,n
oewn-England-n,England,n
oewn-Enid-n,Enid,n
oewn-Eniwetok-n,Eniwetok,n
oewn-Entebbe-n,Entebbe,n
oewn-Ephesus-n,Ephesus,n
oewn-Epirus-n,Epirus,n
oewn-Equality_State-n,Equality State,n
oewn-Equatorial_Guinea-n,Equatorial Guinea,n
oewn-Erie-n,Erie,n
oewn-Erie_Canal-n,Erie Canal,n
oewn-Erin-n,Erin,n
oewn-Eritrea-n,Eritrea,n
oewn-Erivan-n,Erivan,n
oewn-Esfahan-n,Esfahan,n
oewn-Espana-n,Espana,n
oewn-Espoo-n,Espoo,n
oewn-Essen-n,Essen,n
oewn-Essex-n,Essex,n
oewn-Esthonia-n,Esthonia,n
oewn-Estonia-n,Estonia,n
oewn-Eternal_City-n,Eternal City,n
oewn-Ethiopia-n,Ethiopia,n
oewn-Etna-n,Etna,n
oewn-Etruria-n,Etruria,n
oewn-Eugene-n,Eugene,n
oewn-Eurafrasia-n,Eurafrasia,n
oewn-Eureka-n,Eureka,n
oewn-European_Russia-n,European Russia,n
oewn-European_country-n,European country,n
oewn-European_nation-n,European nation,n
oewn-Evansville-n,Evansville,n
oewn-Everglade_State-n,Everglade State,n
oewn-Everglades_National_Park-n,Everglades National Park,n
oewn-Evergreen_State-n,Evergreen State,n
oewn-Ezo-n,Ezo,n
oewn-earldom-n,earldom,n
oewn-earreach-n,earreach,n
oewn-earshot-n,earshot,n
oewn-earth-n,earth,n
oewn-east-n,east,n
oewn-east_side-n,east side,n
oewn-east-west_direction-n,east-west direction,n
oewn-eastern_United_States-n,eastern United States,n
oewn-eastern_hemisphere-n,eastern hemisphere,n
oewn-ecliptic-n,ecliptic,n
oewn-edge-n,edge,n
oewn-eitchen_midden-n,eitchen midden,n
oewn-election_district-n,election district,n
oewn-electron_orbit-n,electron orbit,n
oewn-element-n,element,n
oewn-emirate-n,emirate,n
oewn-empire-n,empire,n
oewn-empyrean-n,empyrean,n
oewn-encampment-n,encampment,n
oewn-enclave-n,enclave,n
oewn-end-n,end,n
oewn-end_point-n,end point,n
oewn-endpoint-n,endpoint,n
oewn-enterprise_zone-n,enterprise zone,n
oewn-entrepot-n,entrepot,n
oewn-environment-n,environment,n
oewn-environs-n,environs,n
oewn-eparchy-n,eparchy,n
oewn-epicenter-n,epicenter,n
oewn-epicentre-n,epicentre,n
oewn-episcopate-n,episcopate,n
oewn-equator-n,equator,n
oewn-equinoctial-n,equinoctial,n
oewn-equinoctial_circle-n,equinoctial circle,n
oewn-equinoctial_line-n,equinoctial line,n
oewn-equinoctial_point-n,equinoctial point,n
oewn-equinox-n,equinox,n
oewn-exaltation-n,exaltation,n
oewn-exarchate-n,exarchate,n
oewn-excavation-n,excavation,n
oewn-exterior-n,exterior,n
oewn-extreme-n,extreme,n
oewn-extreme_point-n,extreme point,n
oewn-extremity-n,extremity,n
oewn-extremum-n,extremum,n
oewn-exurbia-n,exurbia,n
oewn-eye-n,eye,n
oewn-eyeshot-n,eyeshot,n
oewn-eyrie-n,eyrie,n
oewn-eyry-n,eyry,n
oewn-Zabrze-n,Zabrze,n
oewn-Zagreb-n,Zagreb,n
oewn-Zaire-n,Zaire,n
oewn-Zambia-n,Zambia,n
oewn-Zanzibar-n,Zanzibar,n
oewn-Zaragoza-n,Zaragoza,n
oewn-Zaria-n,Zaria,n
oewn-Zarqa-n,Zarqa,n
oewn-Zealand-n,Zealand,n
oewn-Zetland-n,Zetland,n
oewn-Zimbabwe-n,Zimbabwe,n
oewn-Zion-n,Zion,n
oewn-Zion_National_Park-n,Zion National Park,n
oewn-Zomba-n,Zomba,n
oewn-Zurich-n,Zurich,n
oewn-zenith-n,zenith,n
oewn-zodiac-n,zodiac,n
oewn-zone-n,zone,n
oewn-zone_of_interior-n,zone of interior,n
oewn-A_horizon-n,A horizon,n
oewn-A-horizon-n,A-horizon,n
oewn-AK-n,AK,n
oewn-AL-n,AL,n
oewn-AR-n,AR,n
oewn-AS-n,AS,n
oewn-AZ-n,AZ,n
oewn-Aachen-n,Aachen,n
oewn-Aaland_islands-n,Aaland islands,n
oewn-Aalborg-n,Aalborg,n
oewn-Aalst-n,Aalst,n
oewn-Aarhus-n,Aarhus,n
oewn-Abadan-n,Abadan,n
oewn-Aberdare-n,Aberdare,n
oewn-Aberdeen-n,Aberdeen,n
oewn-Abidjan-n,Abidjan,n
oewn-Abilene-n,Abilene,n
oewn-Abkhaz-n,Abkhaz,n
oewn-Abkhazia-n,Abkhazia,n
oewn-Abruzzi-n,Abruzzi,n
oewn-Abruzzi_e_Molise-n,Abruzzi e Molise,n
oewn-Abruzzo-n,Abruzzo,n
oewn-Abu_Dhabi-n,Abu Dhabi,n
oewn-Abuja-n,Abuja,n
oewn-Abydos-n,Abydos,n
oewn-Abyssinia-n,Abyssinia,n
oewn-Acadia-n,Acadia,n
oewn-Acadia_National_Park-n,Acadia National Park,n
oewn-Acapulco-n,Acapulco,n
oewn-Acapulco_de_Juarez-n,Acapulco de Juarez,n
oewn-Accho-n,Accho,n
oewn-Accra-n,Accra,n
oewn-Achaea-n,Achaea,n
oewn-Acores-n,Acores,n
oewn-Acragas-n,Acragas,n
oewn-Acre-n,Acre,n
oewn-Actium-n,Actium,n
oewn-Ad-Dahna_Desert-n,Ad-Dahna Desert,n
oewn-Adalia-n,Adalia,n
oewn-Adana-n,Adana,n
oewn-Addis_Ababa-n,Addis Ababa,n
oewn-Adelaide-n,Adelaide,n
oewn-Adelie_Coast-n,Adelie Coast,n
oewn-Adelie_Land-n,Adelie Land,n
oewn-Aden-n,Aden,n
oewn-Adjara-n,Adjara,n
oewn-Admiralty_Island-n,Admiralty Island,n
oewn-Admiralty_Islands-n,Admiralty Islands,n
oewn-Adrianople-n,Adrianople,n
oewn-Adrianopolis-n,Adrianopolis,n
oewn-Adzhar-n,Adzhar,n
oewn-Adzharia-n,Adzharia,n
oewn-Aegadean_Islands-n,Aegadean Islands,n
oewn-Aegadean_Isles-n,Aegadean Isles,n
oewn-Aegadian_Islands-n,Aegadian Islands,n
oewn-Aegates-n,Aegates,n
oewn-Aegean_island-n,Aegean island,n
oewn-Aegina-n,Aegina,n
oewn-Aeolia-n,Aeolia,n
oewn-Aeolis-n,Aeolis,n
oewn-Afars_and_Issas-n,Afars and Issas,n
oewn-Afghanistan-n,Afghanistan,n
oewn-African_country-n,African country,n
oewn-African_nation-n,African nation,n
oewn-Afro-Eurasia-n,Afro-Eurasia,n
oewn-Afroeurasia-n,Afroeurasia,n
oewn-Agra-n,Agra,n
oewn-Agrigento-n,Agrigento,n
oewn-Ahvenanmaa-n,Ahvenanmaa,n
oewn-Aigina-n,Aigina,n
oewn-Aix-la-Chapelle-n,Aix-la-Chapelle,n
oewn-Akaba-n,Akaba,n
oewn-Aken-n,Aken,n
oewn-Akka-n,Akka,n
oewn-Akko-n,Akko,n
oewn-Akmola-n,Akmola,n
oewn-Akron-n,Akron,n
oewn-Al_Aqabah-n,Al Aqabah,n
oewn-Al_Hudaydah-n,Al Hudaydah,n
oewn-Al_Ladhiqiyah-n,Al Ladhiqiyah,n
oewn-Al_Madinah-n,Al Madinah,n
oewn-Al_Mukalla-n,Al Mukalla,n
oewn-Al_Qahira-n,Al Qahira,n
oewn-Al-Hudaydah-n,Al-Hudaydah,n
oewn-Al-Iraq-n,Al-Iraq,n
oewn-Al-Magrib-n,Al-Magrib,n
oewn-Al-Mukalla-n,Al-Mukalla,n
oewn-Ala.-n,Ala.,n
oewn-Alabama-n,Alabama,n
oewn-Aland_islands-n,Aland islands,n
oewn-Alaska-n,Alaska,n
oewn-Albania-n,Albania,n
oewn-Albanian_capital-n,Albanian capital,n
oewn-Albany-n,Albany,n
oewn-Alberta-n,Alberta,n
oewn-Albion-n,Albion,n
oewn-Alborg-n,Alborg,n
oewn-Albuquerque-n,Albuquerque,n
oewn-Alep-n,Alep,n
oewn-Aleppo-n,Aleppo,n
oewn-Aleutian_Islands-n,Aleutian Islands,n
oewn-Aleutians-n,Aleutians,n
oewn-Alexander_Archipelago-n,Alexander Archipelago,n
oewn-Alexandria-n,Alexandria,n
oewn-Algeria-n,Algeria,n
oewn-Algerian_capital-n,Algerian capital,n
oewn-Algerie-n,Algerie,n
oewn-Algiers-n,Algiers,n
oewn-Allentown-n,Allentown,n
oewn-Alma-Ata-n,Alma-Ata,n
oewn-Almaty-n,Almaty,n
oewn-Aloha_State-n,Aloha State,n
oewn-Alpena-n,Alpena,n
oewn-Alsace-n,Alsace,n
oewn-Alsatia-n,Alsatia,n
oewn-Altoona-n,Altoona,n
oewn-Amarillo-n,Amarillo,n
oewn-America-n,America,n
oewn-American_Samoa-n,American Samoa,n
oewn-American_Virgin_Islands-n,American Virgin Islands,n
oewn-American_capital-n,American capital,n
oewn-American_frontier-n,American frontier,n
oewn-American_state-n,American state,n
oewn-Amman-n,Amman,n
oewn-Amsterdam-n,Amsterdam,n
oewn-An_Nafud-n,An Nafud,n
oewn-An_Nefud-n,An Nefud,n
oewn-Anaheim-n,Anaheim,n
oewn-Anatolia-n,Anatolia,n
oewn-Anchorage-n,Anchorage,n
oewn-Andalucia-n,Andalucia,n
oewn-Andalusia-n,Andalusia,n
oewn-Andhra_Pradesh-n,Andhra Pradesh,n
oewn-Andorra-n,Andorra,n
oewn-Anglesea-n,Anglesea,n
oewn-Anglesea_Island-n,Anglesea Island,n
oewn-Anglesey-n,Anglesey,n
oewn-Anglesey_Island-n,Anglesey Island,n
oewn-Anglia-n,Anglia,n
oewn-Angola-n,Angola,n
oewn-Angolan_capital-n,Angolan capital,n
oewn-Angora-n,Angora,n
oewn-Anguilla-n,Anguilla,n
oewn-Anjou-n,Anjou,n
oewn-Ankara-n,Ankara,n
oewn-Ann_Arbor-n,Ann Arbor,n
oewn-Annaba-n,Annaba,n
oewn-Annam-n,Annam,n
oewn-Annapolis-n,Annapolis,n
oewn-Antakiya-n,Antakiya,n
oewn-Antakya-n,Antakya,n
oewn-Antalya-n,Antalya,n
oewn-Antananarivo-n,Antananarivo,n
oewn-Antarctic-n,Antarctic,n
oewn-Antarctic_Circle-n,Antarctic Circle,n
oewn-Antarctic_Zone-n,Antarctic Zone,n
oewn-Antigua-n,Antigua,n
oewn-Antigua_and_Barbuda-n,Antigua and Barbuda,n
oewn-Antilles-n,Antilles,n
oewn-Antioch-n,Antioch,n
oewn-Antofagasta-n,Antofagasta,n
oewn-Antwerp-n,Antwerp,n
oewn-Antwerpen-n,Antwerpen,n
oewn-Anvers-n,Anvers,n
oewn-Anzio-n,Anzio,n
oewn-Aosta_Valley-n,Aosta Valley,n
oewn-Apeldoorn-n,Apeldoorn,n
oewn-Apia-n,Apia,n
oewn-Appalachia-n,Appalachia,n
oewn-Appleton-n,Appleton,n
oewn-Appleton_layer-n,Appleton layer,n
oewn-Apulia-n,Apulia,n
oewn-Aqaba-n,Aqaba,n
oewn-Aquarius-n,Aquarius,n
oewn-Aquarius_the_Water_Bearer-n,Aquarius the Water Bearer,n
oewn-Aquila-n,Aquila,n
oewn-Aquila_degli_Abruzzi-n,Aquila degli Abruzzi,n
oewn-Aquitaine-n,Aquitaine,n
oewn-Aquitania-n,Aquitania,n
oewn-Ar_Rimsal-n,Ar Rimsal,n
oewn-Arab_Republic_of_Egypt-n,Arab Republic of Egypt,n
oewn-Arab_states_of_the_Persian_Gulf-n,Arab states of the Persian Gulf,n
oewn-Arabia-n,Arabia,n
oewn-Arabian_Desert-n,Arabian Desert,n
oewn-Arabian_Peninsula-n,Arabian Peninsula,n
oewn-Aragon-n,Aragon,n
oewn-Aram-n,Aram,n
oewn-Aran_Islands-n,Aran Islands,n
oewn-Arcadia-n,Arcadia,n
oewn-Arcadia_Aegypti-n,Arcadia Aegypti,n
oewn-Archer-n,Archer,n
oewn-Arches_National_Park-n,Arches National Park,n
oewn-Arctic-n,Arctic,n
oewn-Arctic_Archipelago-n,Arctic Archipelago,n
oewn-Arctic_Circle-n,Arctic Circle,n
oewn-Arctic_Zone-n,Arctic Zone,n
oewn-Ardennes-n,Ardennes,n
oewn-Areopagus-n,Areopagus,n
oewn-Arequipa-n,Arequipa,n
oewn-Argentina-n,Argentina,n
oewn-Argentine_Republic-n,Argentine Republic,n
oewn-Argos-n,Argos,n
oewn-Arhus-n,Arhus,n
oewn-Ariana-n,Ariana,n
oewn-Aries-n,Aries,n
oewn-Aries_the_Ram-n,Aries the Ram,n
oewn-Arizona-n,Arizona,n
oewn-Ark.-n,Ark.,n
oewn-Arkansas-n,Arkansas,n
oewn-Arlington-n,Arlington,n
oewn-Armageddon-n,Armageddon,n
oewn-Armenia-n,Armenia,n
oewn-Arnhem-n,Arnhem,n
oewn-Artois-n,Artois,n
oewn-Artsakh-n,Artsakh,n
oewn-Aruba-n,Aruba,n
oewn-Asahikawa-n,Asahikawa,n
oewn-Asama-n,Asama,n
oewn-Asheville-n,Asheville,n
oewn-Ashgabat-n,Ashgabat,n
oewn-Ashkhabad-n,Ashkhabad,n
oewn-Ashur-n,Ashur,n
oewn-Asia_Minor-n,Asia Minor,n
oewn-Asian_Russia-n,Asian Russia,n
oewn-Asian_country-n,Asian country,n
oewn-Asian_nation-n,Asian nation,n
oewn-Asmara-n,Asmara,n
oewn-Asmera-n,Asmera,n
oewn-Aspadana-n,Aspadana,n
oewn-Aspinwall-n,Aspinwall,n
oewn-Assam-n,Assam,n
oewn-Assouan-n,Assouan,n
oewn-Assuan-n,Assuan,n
oewn-Assur-n,Assur,n
oewn-Assyria-n,Assyria,n
oewn-Astana-n,Astana,n
oewn-Astrakhan-n,Astrakhan,n
oewn-Asuncion-n,Asuncion,n
oewn-Asur-n,Asur,n
oewn-Aswan-n,Aswan,n
oewn-Atacama_Desert-n,Atacama Desert,n
oewn-Athens-n,Athens,n
oewn-Athinai-n,Athinai,n
oewn-Athos-n,Athos,n
oewn-Atlanta-n,Atlanta,n
oewn-Atlantic_City-n,Atlantic City,n
oewn-Attica-n,Attica,n
oewn-Auckland-n,Auckland,n
oewn-Augusta-n,Augusta,n
oewn-Austerlitz-n,Austerlitz,n
oewn-Austin-n,Austin,n
oewn-Austral_Islands-n,Austral Islands,n
oewn-Australasia-n,Australasia,n
oewn-Australia-n,Australia,n
oewn-Australian_Desert-n,Australian Desert,n
oewn-Australian_capital-n,Australian capital,n
oewn-Australian_state-n,Australian state,n
oewn-Austria-n,Austria,n
oewn-Austria-Hungary-n,Austria-Hungary,n
oewn-Austrian_capital-n,Austrian capital,n
oewn-Austronesia-n,Austronesia,n
oewn-Auvergne-n,Auvergne,n
oewn-Avignon-n,Avignon,n
oewn-Avon-n,Avon,n
oewn-Ayr-n,Ayr,n
oewn-Az_Zarqa-n,Az Zarqa,n
oewn-Azerbaijan-n,Azerbaijan,n
oewn-Azerbaijani_Republic-n,Azerbaijani Republic,n
oewn-Azerbajdzhan-n,Azerbajdzhan,n
oewn-Azerbajdzhan_Republic-n,Azerbajdzhan Republic,n
oewn-Azores-n,Azores,n
oewn-abbacy-n,abbacy,n
oewn-abode-n,abode,n
oewn-abutment-n,abutment,n
oewn-aclinic_line-n,aclinic line,n
oewn-acme-n,acme,n
oewn-active_site-n,active site,n
oewn-addition-n,addition,n
oewn-address-n,address,n
oewn-administrative_district-n,administrative district,n
oewn-administrative_division-n,administrative division,n
oewn-aerie-n,aerie,n
oewn-aerospace-n,aerospace,n
oewn-aery-n,aery,n
oewn-agonic_line-n,agonic line,n
oewn-agora-n-2,agora,n
oewn-aim-n,aim,n
oewn-air_lane-n,air lane,n
oewn-air_space-n,air space,n
oewn-airhead-n,airhead,n
oewn-airspace-n,airspace,n
oewn-airway-n,airway,n
oewn-ambiance-n,ambiance,n
oewn-ambience-n,ambience,n
oewn-amusement_park-n,amusement park,n
oewn-anchorage-n,anchorage,n
oewn-anchorage_ground-n,anchorage ground,n
oewn-anomaly-n,anomaly,n
oewn-antapex-n,antapex,n
oewn-antinode-n,antinode,n
oewn-antipodes-n,antipodes,n
oewn-apex-n,apex,n
oewn-apex_of_the_sun-ap-s_way-n,apex of the sun's way,n
oewn-aphelion-n,aphelion,n
oewn-apoapsis-n,apoapsis,n
oewn-apogee-n,apogee,n
oewn-apojove-n,apojove,n
oewn-apolune-n,apolune,n
oewn-aposelene-n,aposelene,n
oewn-apparent_horizon-n,apparent horizon,n
oewn-approach-n,approach,n
oewn-approach_path-n,approach path,n
oewn-approach_pattern-n,approach pattern,n
oewn-apron-n,apron,n
oewn-archbishopric-n,archbishopric,n
oewn-archdeaconry-n,archdeaconry,n
oewn-archdiocese-n,archdiocese,n
oewn-archduchy-n,archduchy,n
oewn-archeological_site-n,archeological site,n
oewn-area-n,area,n
oewn-arena-n,arena,n
oewn-ascending_node-n,ascending node,n
oewn-ashram-n,ashram,n
oewn-associated_state-n,associated state,n
oewn-asteroid_belt-n,asteroid belt,n
oewn-athletic_field-n,athletic field,n
oewn-atmosphere-n,atmosphere,n
oewn-autumnal_equinox-n,autumnal equinox,n
oewn-N-ap-Djamena-n,N'Djamena,n
oewn-N.C.-n,N.C.,n
oewn-N.D.-n,N.D.,n
oewn-N.H.-n,N.H.,n
oewn-N.J.-n,N.J.,n
oewn-N.M.-n,N.M.,n
oewn-N.Y.-n,N.Y.,n
oewn-NC-n,NC,n
oewn-ND-n,ND,n
oewn-NE-n,NE,n
oewn-NH-n,NH,n
oewn-NJ-n,NJ,n
oewn-NM-n,NM,n
oewn-NV-n,NV,n
oewn-NY-n,NY,n
oewn-Nablus-n,Nablus,n
oewn-Nafud-n,Nafud,n
oewn-Nag_Hammadi-n,Nag Hammadi,n
oewn-Nagano-n,Nagano,n
oewn-Nagasaki-n,Nagasaki,n
oewn-Nagorno-Karabakh-n,Nagorno-Karabakh,n
oewn-Nagorno-Karabakh_Republic-n,Nagorno-Karabakh Republic,n
oewn-Nagoya-n,Nagoya,n
oewn-Naha_City-n,Naha City,n
oewn-Nairobi-n,Nairobi,n
oewn-Najd-n,Najd,n
oewn-Nakuru-n,Nakuru,n
oewn-Nalchik-n,Nalchik,n
oewn-Namib_Desert-n,Namib Desert,n
oewn-Namibia-n,Namibia,n
oewn-Nampa-n,Nampa,n
oewn-Namur-n,Namur,n
oewn-Nan-chang-n,Nan-chang,n
oewn-Nan-ning-n,Nan-ning,n
oewn-Nanaimo-n,Nanaimo,n
oewn-Nanchang-n,Nanchang,n
oewn-Nancy-n,Nancy,n
oewn-Nanjing-n,Nanjing,n
oewn-Nanking-n,Nanking,n
oewn-Nanning-n,Nanning,n
oewn-Nantes-n,Nantes,n
oewn-Nantucket-n,Nantucket,n
oewn-Naples-n,Naples,n
oewn-Napoli-n,Napoli,n
oewn-Naseby-n,Naseby,n
oewn-Nashville-n,Nashville,n
oewn-Nassau-n,Nassau,n
oewn-Natal-n,Natal,n
oewn-Natchez-n,Natchez,n
oewn-Nationalist_China-n,Nationalist China,n
oewn-Nauru-n,Nauru,n
oewn-Nauru_Island-n,Nauru Island,n
oewn-Nazareth-n,Nazareth,n
oewn-Naze-n,Naze,n
oewn-Ndjamena-n,Ndjamena,n
oewn-Near_East-n,Near East,n
oewn-Neb.-n,Neb.,n
oewn-Nebraska-n,Nebraska,n
oewn-Nederland-n,Nederland,n
oewn-Nefud-n,Nefud,n
oewn-Negara_Brunei_Darussalam-n,Negara Brunei Darussalam,n
oewn-Negeri_Sembilan-n,Negeri Sembilan,n
oewn-Negev-n,Negev,n
oewn-Negev_Desert-n,Negev Desert,n
oewn-Nei_Monggol-n,Nei Monggol,n
oewn-Nejd-n,Nejd,n
oewn-Nemea-n,Nemea,n
oewn-Nepal-n,Nepal,n
oewn-Netherlands-n,Netherlands,n
oewn-Netherlands_Antilles-n,Netherlands Antilles,n
oewn-Netherlands_Guiana-n,Netherlands Guiana,n
oewn-Nev.-n,Nev.,n
oewn-Nevada-n,Nevada,n
oewn-Nevado_de_Colima-n,Nevado de Colima,n
oewn-Never_Never-n,Never Never,n
oewn-Never-Never-n,Never-Never,n
oewn-Nevis-n,Nevis,n
oewn-New_Amsterdam-n,New Amsterdam,n
oewn-New_Britain-n,New Britain,n
oewn-New_Brunswick-n,New Brunswick,n
oewn-New_Caledonia-n,New Caledonia,n
oewn-New_Delhi-n,New Delhi,n
oewn-New_England-n,New England,n
oewn-New_Flower-n,New Flower,n
oewn-New_Forest-n,New Forest,n
oewn-New_Guinea-n,New Guinea,n
oewn-New_Hampshire-n,New Hampshire,n
oewn-New_Haven-n,New Haven,n
oewn-New_Hebrides-n,New Hebrides,n
oewn-New_Ireland-n,New Ireland,n
oewn-New_Jersey-n,New Jersey,n
oewn-New_London-n,New London,n
oewn-New_Mexico-n,New Mexico,n
oewn-New_Netherland-n,New Netherland,n
oewn-New_Orleans-n,New Orleans,n
oewn-New_Siberian_Islands-n,New Siberian Islands,n
oewn-New_South_Wales-n,New South Wales,n
oewn-New_World-n,New World,n
oewn-New_York-n,New York,n
oewn-New_York_City-n,New York City,n
oewn-New_York_State-n,New York State,n
oewn-New_York_State_Barge_Canal-n,New York State Barge Canal,n
oewn-New_York_State_Canal_System-n,New York State Canal System,n
oewn-New_Zealand-n,New Zealand,n
oewn-New_Zealand_Islands-n,New Zealand Islands,n
oewn-Newark-n,Newark,n
oewn-Newburgh-n,Newburgh,n
oewn-Newcastle-n,Newcastle,n
oewn-Newcastle_upon_Tyne-n,Newcastle upon Tyne,n
oewn-Newcastle-upon-Tyne-n,Newcastle-upon-Tyne,n
oewn-Newfoundland-n,Newfoundland,n
oewn-Newfoundland_and_Labrador-n,Newfoundland and Labrador,n
oewn-Newport-n,Newport,n
oewn-Newport_News-n,Newport News,n
oewn-Niagara_Falls-n,Niagara Falls,n
oewn-Niamey-n,Niamey,n
oewn-Nicaea-n,Nicaea,n
oewn-Nicaragua-n,Nicaragua,n
oewn-Nicaraguan_capital-n,Nicaraguan capital,n
oewn-Nice-n,Nice,n
oewn-Nicosia-n,Nicosia,n
oewn-Nidaros-n,Nidaros,n
oewn-Niger-n,Niger,n
oewn-Nigeria-n,Nigeria,n
oewn-Nigerian_capital-n,Nigerian capital,n
oewn-Nihon-n,Nihon,n
oewn-Niihau-n,Niihau,n
oewn-Niihau_Island-n,Niihau Island,n
oewn-Nijmegen-n,Nijmegen,n
oewn-Nilgiri_Hills-n,Nilgiri Hills,n
oewn-Nilgiri_mountains-n,Nilgiri mountains,n
oewn-Nineveh-n,Nineveh,n
oewn-Nippon-n,Nippon,n
oewn-Nizhni_Novgorod-n,Nizhni Novgorod,n
oewn-Nizhny_Novgorod-n,Nizhny Novgorod,n
oewn-Nizhnyi_Novgorod-n,Nizhnyi Novgorod,n
oewn-Nob_Hill-n,Nob Hill,n
oewn-Nogales-n,Nogales,n
oewn-Nome-n,Nome,n
oewn-Nord-Pas-de-Calais-n,Nord-Pas-de-Calais,n
oewn-Noreg-n,Noreg,n
oewn-Norfolk-n,Norfolk,n
oewn-Norfolk_Island-n,Norfolk Island,n
oewn-Norge-n,Norge,n
oewn-Normandie-n,Normandie,n
oewn-Normandy-n,Normandy,n
oewn-North-n,North,n
oewn-North_Africa-n,North Africa,n
oewn-North_American_country-n,North American country,n
oewn-North_American_nation-n,North American nation,n
oewn-North_Asia-n,North Asia,n
oewn-North_Borneo-n,North Borneo,n
oewn-North_Carolina-n,North Carolina,n
oewn-North_Cascades_National_Park-n,North Cascades National Park,n
oewn-North_Celestial_Pole-n,North Celestial Pole,n
oewn-North_Dakota-n,North Dakota,n
oewn-North_Frigid_Zone-n,North Frigid Zone,n
oewn-North_Island-n,North Island,n
oewn-North_Korea-n,North Korea,n
oewn-North_Platte-n,North Platte,n
oewn-North_Pole-n,North Pole,n
oewn-North_Star_State-n,North Star State,n
oewn-North_Temperate_Zone-n,North Temperate Zone,n
oewn-North_Vietnam-n,North Vietnam,n
oewn-North_Yorkshire-n,North Yorkshire,n
oewn-Northampton-n,Northampton,n
oewn-Northamptonshire-n,Northamptonshire,n
oewn-Northeast-n,Northeast,n
oewn-Northern_Cyprus-n,Northern Cyprus,n
oewn-Northern_Hemisphere-n,Northern Hemisphere,n
oewn-Northern_Ireland-n,Northern Ireland,n
oewn-Northern_Mariana_Islands-n,Northern Mariana Islands,n
oewn-Northern_Marianas-n,Northern Marianas,n
oewn-Northern_Rhodesia-n,Northern Rhodesia,n
oewn-Northern_Territory-n,Northern Territory,n
oewn-Northern_United_States-n,Northern United States,n
oewn-Northumberland-n,Northumberland,n
oewn-Northumbria-n,Northumbria,n
oewn-Northwest-n,Northwest,n
oewn-Northwest_Passage-n,Northwest Passage,n
oewn-Northwest_Territories-n,Northwest Territories,n
oewn-Norway-n,Norway,n
oewn-Nouakchott-n,Nouakchott,n
